Date,SPY Only,60/40 Portfolio,Equal Weight,Balanced,Risk Parity
2022-04-27,1.0000000000000002,0.5375424228967689,0.506011332151773,0.7568438506245324,0.33238685972928633
2022-04-28,1.0000000000000002,0.5429103891238436,0.5137529251465551,0.7621764594114472,0.34139741617834196
2022-04-29,1.0,0.5551160503339125,0.5217730858573167,0.7665614816686807,0.3536167335528809
2022-05-02,1.0000000000000004,0.5528447379480897,0.5198078899053237,0.7657411399697701,0.35073477861136754
2022-05-03,1.0000000000000002,0.5540363130012594,0.5202485062730041,0.765934938072379,0.35160987677944816
2022-05-04,1.0000000000000002,0.5597407886899061,0.5266839653729947,0.7679963349414981,0.3607839487654754
2022-05-05,1.0000000000000002,0.5791072098110498,0.5435146762131604,0.7801096980193425,0.38273903188768665
2022-05-06,1.0000000000000002,0.5790728356050268,0.5424907536771829,0.7794933009926586,0.3817319949247308
2022-05-09,1.0000000000000002,0.5728702127219929,0.5428128005489674,0.777023254449876,0.3813288095776198
2022-05-10,1.0000000000000002,0.5735324926428057,0.5432409962640391,0.7776800544107607,0.3817607244221349
2022-05-11,1.0000000000000002,0.5689996735605921,0.5406668766715287,0.7764777509647217,0.3775189332601665
2022-05-12,0.9999999999999999,0.5670006275672362,0.5398873575241941,0.7754674484954887,0.37636206482922924
2022-05-13,1.0000000000000002,0.562413969471602,0.5368993474830435,0.7742534747393574,0.3715735765714861
2022-05-16,0.9999999999999999,0.5626487826089218,0.5365800440686298,0.7742615024869707,0.37123762726706094
2022-05-17,1.0000000000000002,0.5599449961006769,0.5337900508393237,0.7722571861831681,0.367770062442665
2022-05-18,1.0000000000000002,0.5484142166509913,0.5260085439410763,0.7644643538818622,0.35789741735350544
2022-05-19,1.0,0.5483273445889055,0.5252772092421816,0.7640624087198088,0.3571364395204967
2022-05-20,0.9999999999999999,0.5482497258287837,0.5250208261871472,0.7636646120819242,0.35698968668300857
2022-05-23,0.9999999999999999,0.5446429995840423,0.5225999603627901,0.760673257545126,0.35421220490044286
2022-05-24,1.0000000000000002,0.5423779477149457,0.5209444168829673,0.7598642467446425,0.3517262082574305
2022-05-25,0.9999999999999998,0.543895353377916,0.5220116361489742,0.7610036487715317,0.3530208026362137
2022-05-26,0.9999999999999998,0.5428544449038574,0.521738160796302,0.7609097403770583,0.35236025730948967
2022-05-27,0.9999999999999999,0.5533290584799695,0.5305714086324494,0.7690197523477253,0.36306024625691946
2022-05-31,0.9999999999999998,0.5557025989759656,0.5315959133610758,0.7692342659665583,0.36508390791084244
2022-06-01,0.9999999999999999,0.5599442322114321,0.5341581538004702,0.7728004708107734,0.3679570240456187
2022-06-02,0.9999999999999998,0.5623626792349099,0.5388296656227827,0.7755560599065556,0.3733577003898977
2022-06-03,0.9999999999999998,0.5616180773703976,0.5431307622298004,0.7789559764945165,0.3768529298728476
2022-06-06,0.9999999999999997,0.5623385441806101,0.5436139894445802,0.7790347894505253,0.3776823339557161
2022-06-07,0.9999999999999994,0.5664008196597272,0.5475308670438531,0.7820203849818876,0.382550833665293
2022-06-08,0.9999999999999997,0.5689348322090083,0.5469695144162546,0.7813623554130366,0.38304458355792087
2022-06-09,0.9999999999999999,0.5685354236092375,0.5465397226327153,0.7800364471796801,0.3830556025026326
2022-06-10,0.9999999999999998,0.571696696188736,0.544107594843268,0.7787767803347111,0.38166811627622116
2022-06-13,0.9999999999999999,0.587739525814246,0.5617731621239217,0.788699339644989,0.4047221435237489
2022-06-14,0.9999999999999997,0.5896415946770384,0.5629721635381367,0.789484614203268,0.40650667395502565
2022-06-15,0.9999999999999997,0.5942890495208984,0.5681118579138467,0.7933633877358368,0.4126812945781064
2022-06-16,0.9999999999999997,0.5918308448078866,0.5619437825569861,0.7891118387931373,0.40612783606250036
2022-06-17,0.9999999999999997,0.5923458430147515,0.562171074106365,0.788932870435172,0.4066929480084055
2022-06-21,0.9999999999999998,0.5889387009672316,0.5582662217434204,0.7856703740649776,0.4022116320161238
2022-06-22,0.9999999999999998,0.5881018228043501,0.5577026941590337,0.7855214128667902,0.40127578856614976
2022-06-23,0.9999999999999997,0.5899903797109068,0.5586013531242733,0.7866274611892077,0.40249780216086717
2022-06-24,0.9999999999999996,0.5842788924822679,0.5524459555165219,0.7811611176165242,0.39548832864321015
2022-06-27,0.9999999999999996,0.58509907715322,0.5528793138274717,0.781584125869695,0.3961050636720233
2022-06-28,0.9999999999999998,0.5825810902312936,0.5520371639791067,0.7811704578881289,0.39437287947211985
2022-06-29,0.9999999999999996,0.5827820319846785,0.5522209545083813,0.7813226460492048,0.39459845386439735
2022-06-30,0.9999999999999998,0.5822524330908112,0.5523396392019296,0.7813193055954962,0.39457171440103406
2022-07-01,0.9999999999999996,0.5843717214125573,0.5530543684117748,0.7815940526328078,0.3960762047563811
2022-07-05,0.9999999999999996,0.5848482714417117,0.55322393342236,0.782096601058124,0.39619222757323336
2022-07-06,0.9999999999999996,0.5861917887701561,0.5542765850069649,0.7828179539624092,0.3976299962103329
2022-07-07,0.9999999999999996,0.5848557041413726,0.5539849362476061,0.7826491928141904,0.3968843725074285
2022-07-08,0.9999999999999998,0.583786943789646,0.5520253396192457,0.7810170734877827,0.3948527801183108
2022-07-11,0.9999999999999996,0.5813731523531226,0.551518732597491,0.7806048030792774,0.3935888608070968
2022-07-12,0.9999999999999998,0.5805029573033175,0.5510665125181924,0.7800143106339054,0.3930194132611041
2022-07-13,0.9999999999999996,0.5798704671975244,0.5503641119104199,0.7794507952755427,0.39219421162939117
2022-07-14,0.9999999999999998,0.5787663540400793,0.5483449329272192,0.7781181689028904,0.38991475554371546
2022-07-15,0.9999999999999996,0.58102689873003,0.5484904927784489,0.7778171152467156,0.3910381278044663
2022-07-18,0.9999999999999998,0.5833792246674666,0.548730240800439,0.7778577817595297,0.3921334235029558
2022-07-19,0.9999999999999993,0.5827434565919001,0.5483733169781242,0.7766880825439555,0.39207458529418643
2022-07-20,0.9999999999999993,0.5803971735522546,0.5463450794612619,0.7754760316641134,0.3892931976349627
2022-07-21,0.9999999999999996,0.5839774308861172,0.5513682934940033,0.7786153937251834,0.3953432229770519
2022-07-22,0.9999999999999993,0.5830015199332809,0.5508616857398525,0.778551595291713,0.3943880028281679
2022-07-25,0.9999999999999993,0.5857742222905652,0.551581253879805,0.7792300837652383,0.3959089131265783
2022-07-26,0.9999999999999991,0.5859360463673475,0.5519407440658961,0.7797157751979228,0.39617109045044263
2022-07-27,0.9999999999999996,0.5847645185899544,0.5551156205499915,0.781555799135825,0.39889274428232935
2022-07-28,0.999999999999999,0.586035957314455,0.5563437588125435,0.7818628744255968,0.400752022485614
2022-07-29,0.9999999999999992,0.5869968135280736,0.5566977624866436,0.7820750457968922,0.4014263650038642
2022-08-01,0.9999999999999991,0.5853749174102001,0.5560197840379495,0.7815196006580292,0.40028886137308856
2022-08-02,0.9999999999999991,0.5876627818080825,0.5552250541979068,0.7805727736772371,0.4005499308639215
2022-08-03,0.9999999999999993,0.5913770483841425,0.5588853756648114,0.7837464953062229,0.40486798646844396
2022-08-04,0.9999999999999991,0.5907545795817633,0.558503746361541,0.7837311932466222,0.40416972073811863
2022-08-05,0.9999999999999991,0.589029172437427,0.5553220818682644,0.7806468470559118,0.4011048701152625
2022-08-08,0.9999999999999993,0.5897503851212152,0.5553911215539316,0.780651086104618,0.4014392798046318
2022-08-09,0.9999999999999987,0.5899366370933192,0.555672086667115,0.7808794887736914,0.4017448718641255
2022-08-10,0.9999999999999991,0.5892089963540755,0.5548217974005685,0.7803978697025209,0.4006526404945963
2022-08-11,0.9999999999999991,0.5884105100194315,0.5535079672075643,0.7794537290302513,0.3991828211968517
2022-08-12,0.9999999999999993,0.5876302402215464,0.5535618507840709,0.7791042039322,0.3991699398273613
2022-08-15,0.9999999999999991,0.591537074637534,0.5575898295184784,0.7810207890226478,0.4046953632827089
2022-08-16,0.9999999999999991,0.5911997445225778,0.5575737832755452,0.7809859330782462,0.4045773571673211
2022-08-17,0.9999999999999996,0.594126314095577,0.5604467682399751,0.7825363188227763,0.4084692230332939
2022-08-18,0.9999999999999991,0.5941145219299677,0.5602624632360479,0.7824485713854036,0.4082737308123953
2022-08-19,0.9999999999999993,0.5990481383514932,0.5663326551388783,0.7860196369104386,0.4159111565412296
2022-08-22,0.9999999999999991,0.6005532552295638,0.5680721988870705,0.7868606532994755,0.41822783884698095
2022-08-23,0.9999999999999991,0.6012302969740025,0.5688670017874514,0.7875867558682969,0.4191014303086959
2022-08-24,0.9999999999999991,0.5981599349039164,0.5673417824326249,0.7859044606243187,0.4169703685912152
2022-08-25,0.9999999999999991,0.6005785869606163,0.5681852448987944,0.7854044980693891,0.4191545881829158
2022-08-26,0.9999999999999989,0.5961540509625819,0.570605225213822,0.7864671959514593,0.42019728593555533
2022-08-29,0.9999999999999993,0.5973291211995764,0.5716277628426081,0.7873016859044352,0.4214783739425982
2022-08-30,0.9999999999999991,0.5992640265531392,0.575991557658055,0.7897476348976542,0.42647996344122974
2022-08-31,0.9999999999999991,0.6080016555175788,0.5841372894744349,0.795847571048574,0.43676192090364524
2022-09-01,0.9999999999999991,0.6078561982709091,0.5836747689385036,0.7953211952128117,0.43639390158492225
2022-09-02,0.9999999999999991,0.6087487285138488,0.5842620738417912,0.7956136292490111,0.43730347207653075
2022-09-06,0.9999999999999992,0.6077517043014626,0.5881585599156268,0.7972539146481679,0.44112265020195646
2022-09-07,0.9999999999999993,0.6111144811980254,0.5934971542599962,0.8001197095876477,0.4476503039822843
2022-09-08,0.9999999999999992,0.6135489561792153,0.6010199283714548,0.8033534581387888,0.4564844464053762
2022-09-09,0.9999999999999991,0.6135291311668595,0.6019399311448587,0.8037674836603952,0.4574460061193002
2022-09-12,0.9999999999999993,0.6134228292937266,0.601228321181331,0.8029667161414559,0.4569152947023885
2022-09-13,0.9999999999999991,0.6085595850990724,0.5993038685821325,0.8001160186536729,0.454272965435574
2022-09-14,0.9999999999999993,0.6090454233776729,0.6025722806716535,0.801197370367415,0.458086454259619
2022-09-15,0.9999999999999993,0.6057322606600415,0.599607388290129,0.7980570776339038,0.45478625494942365
2022-09-16,0.9999999999999996,0.6074034302638511,0.5999396800941398,0.7987758058252173,0.4554077474248615
2022-09-19,0.9999999999999996,0.6057323640136234,0.5990477604445157,0.7973830908311287,0.4544210749930109
2022-09-20,0.9999999999999993,0.6070517748391087,0.5995565116320769,0.7974572103050143,0.45549147667976875
2022-09-21,0.9999999999999998,0.6050888158362682,0.5970307546515222,0.7950904874118853,0.45281149286877653
2022-09-22,0.9999999999999996,0.610920862070289,0.602411006699072,0.7989335759898873,0.4597221808388887
2022-09-23,0.9999999999999998,0.6111329506342383,0.6023818614647908,0.7981274161425936,0.46018478383269074
2022-09-26,0.9999999999999996,0.6140688735971213,0.6048121965960425,0.7996615624038098,0.4635169288415196
2022-09-27,0.9999999999999996,0.6132589188249894,0.605057633050014,0.7991721763561863,0.46381534748219677
2022-09-28,0.9999999999999996,0.6211545135481967,0.6122969442979995,0.8032071620240722,0.4737328638451357
2022-09-29,0.9999999999999996,0.622334224409564,0.613101431916681,0.8040228241168835,0.47474398527741185
2022-09-30,0.9999999999999993,0.6250349929256699,0.615310855009564,0.805972834575217,0.47748968708606176
2022-10-03,0.9999999999999996,0.6303073218581536,0.6215675248694109,0.8082070751809065,0.48619295384169586
2022-10-04,0.9999999999999993,0.6296491776861277,0.6208037967695307,0.8056769204909355,0.4863225281134559
2022-10-05,0.9999999999999992,0.6269712920627415,0.6183000182559102,0.8035603584632722,0.48329292325262224
2022-10-06,0.9999999999999993,0.626711040734934,0.6174003312568177,0.8023655116842894,0.4826754873472307
2022-10-07,0.9999999999999992,0.629201440979377,0.6207646035998817,0.8050069610972145,0.48647349337574824
2022-10-10,0.9999999999999994,0.6300583620699901,0.621891872797547,0.8056144268260909,0.48790099695384886
2022-10-11,0.9999999999999994,0.6272386578091571,0.6210942816237801,0.8045409887366424,0.48647262695747295
2022-10-12,0.9999999999999992,0.6271001494956387,0.6210237003140363,0.804441465209465,0.4863867287281363
2022-10-13,0.9999999999999994,0.6234399402460864,0.6137567639760542,0.7986232024650528,0.4788326360303598
2022-10-14,0.9999999999999996,0.6224999488906803,0.6140333303289622,0.7982442844192752,0.4790680483877363
2022-10-17,0.9999999999999994,0.6210431460344883,0.6133020225471103,0.7977951672300833,0.47786196765785505
2022-10-18,0.9999999999999992,0.6228931078673628,0.6157361689947365,0.7984979707278866,0.48126714072487825
2022-10-19,0.999999999999999,0.6238571837280341,0.6166107077316549,0.7989567254188968,0.48248394856698623
2022-10-20,0.9999999999999992,0.624315019753523,0.6163746125398335,0.7985826779419882,0.4825345625010237
2022-10-21,0.999999999999999,0.6182436367591148,0.6148061492295083,0.7966493744782105,0.47945082938318007
2022-10-24,0.9999999999999994,0.6163248366804798,0.6133956442091997,0.7950893282553658,0.4777982720880712
2022-10-25,0.9999999999999992,0.6265203329957528,0.621146146830503,0.8005154732350399,0.48842750763542403
2022-10-26,0.999999999999999,0.625583750700256,0.6210422568708864,0.8008489233345202,0.48779513485591974
2022-10-27,0.9999999999999988,0.6244599867376847,0.6195448380903078,0.7995692781411597,0.48615453008027
2022-10-28,0.999999999999999,0.618359738936334,0.6158698347451373,0.7969752062395007,0.4806913215162149
2022-10-31,0.9999999999999988,0.6200511635148729,0.6177898338689273,0.7978966236009462,0.4832623131319757
2022-11-01,0.9999999999999986,0.619046248428509,0.6169914164213617,0.7975593727591538,0.4820653514100103
2022-11-02,0.9999999999999988,0.6174894766540504,0.6164253016817788,0.7980160996100268,0.48055795350353914
2022-11-03,0.9999999999999987,0.6071019797638452,0.6098562319093039,0.7918405198326867,0.4717856401509739
2022-11-04,0.9999999999999987,0.6032124214543287,0.6106608052533444,0.790927905940075,0.4719735172161395
2022-11-07,0.9999999999999987,0.6063894035561783,0.6105135251435687,0.7917632099149586,0.47243076653736266
2022-11-08,0.9999999999999987,0.6069405484002418,0.6119009524153748,0.7923378855825736,0.47410662768515377
2022-11-09,0.9999999999999984,0.6098540523473299,0.6136155731796924,0.7924155682790703,0.47727921738533297
2022-11-10,0.999999999999999,0.6347580555014282,0.6397418311076052,0.8113263121227198,0.5095328437185603
2022-11-11,0.9999999999999988,0.6388128832156581,0.6440850032178309,0.813348544212431,0.5154600124326522
2022-11-14,0.9999999999999986,0.6388857432121575,0.6438506222697816,0.8130136323760828,0.5153599682356543
2022-11-15,0.9999999999999988,0.6437777309692441,0.6488390088342452,0.8163098517771985,0.5217320306123334
2022-11-16,0.9999999999999989,0.6551009698516733,0.6599293663944596,0.8239516346041768,0.5358858681805982
2022-11-17,0.9999999999999989,0.6558310377752087,0.6614667154185834,0.8248094149170023,0.5376666008851682
2022-11-18,0.9999999999999984,0.6554701299453362,0.6608087920246029,0.8243171003720797,0.5369542797532916
2022-11-21,0.9999999999999987,0.6594088274196344,0.6644695305644639,0.827626571559292,0.5412779187321702
2022-11-22,0.9999999999999987,0.663841443959993,0.666735328410199,0.8288929222683806,0.5450532621052683
2022-11-23,0.9999999999999991,0.6647874090054883,0.6679988687160362,0.8295492624964022,0.5466613610929268
2022-11-25,0.9999999999999991,0.6665280010300346,0.6696781260581743,0.8302458742747266,0.5490575831198184
2022-11-28,0.9999999999999989,0.6654162579914824,0.6693483539175216,0.8288569572109654,0.5489866869951614
2022-11-29,0.9999999999999987,0.6642539648847802,0.6684631867260888,0.8284244650726981,0.5476742041636383
2022-11-30,0.9999999999999989,0.6656089696264584,0.6729012376291492,0.832143959656358,0.5518973862648224
2022-12-01,0.9999999999999989,0.6657328203540728,0.6711353457504381,0.8309438710248329,0.550296122437859
2022-12-02,0.9999999999999989,0.6657498117577251,0.6697735523544734,0.8298315723980877,0.5491334013730118
2022-12-05,0.9999999999999989,0.6689155189629802,0.6727670290166683,0.8311817151012096,0.5533690883623331
2022-12-06,0.9999999999999989,0.6648654621193966,0.6696476581338683,0.8293587784749673,0.5489180352186585
2022-12-07,0.9999999999999987,0.6634645216067416,0.669433172246852,0.8293771076286177,0.5481505844766175
2022-12-08,0.9999999999999987,0.6653139092917505,0.6719645780170769,0.8314039456880121,0.550979101206174
2022-12-09,0.9999999999999987,0.667356475777355,0.6782481576965476,0.8344111339831207,0.5581988465539619
2022-12-12,0.9999999999999984,0.6543029534159045,0.6634272567080655,0.8248930448843168,0.5396292469703327
2022-12-13,0.9999999999999984,0.6545042760144222,0.6645329915121047,0.8256233280085234,0.5407388283644451
2022-12-14,0.9999999999999987,0.650803671914847,0.660176490596882,0.8221705984957081,0.5356745047640392
2022-12-15,0.9999999999999987,0.6541489699549513,0.6715282617137023,0.828274358933742,0.5482434088052158
2022-12-16,0.9999999999999987,0.6557361464365024,0.6704779109911166,0.8276608056392376,0.5477572439306524
2022-12-19,0.9999999999999983,0.6649727798044921,0.6802041325885098,0.8349964131694984,0.5595959694533175
2022-12-20,0.9999999999999984,0.6655582751385742,0.6808244484043923,0.8353946014331727,0.5603867173220596
2022-12-21,0.9999999999999984,0.664712981212327,0.6795054375453985,0.8340692041825639,0.559096297346626
2022-12-22,0.9999999999999981,0.6728043995678391,0.6909456919349789,0.8423579015084174,0.5722497683813629
2022-12-23,0.9999999999999983,0.6710919318296095,0.689644730454956,0.8411686965907792,0.5706128333284043
2022-12-27,0.9999999999999982,0.674973158898777,0.6921907618030252,0.8427138347026749,0.574412956003435
2022-12-28,0.9999999999999982,0.6757301519572338,0.6923756843308263,0.8427358243482873,0.5748998592281134
2022-12-29,0.9999999999999982,0.6794393062983943,0.6946657073467766,0.8448311319869025,0.5780186598517825
2022-12-30,0.9999999999999982,0.6784501341832803,0.6948107112258048,0.8450287437179045,0.577761631052483
2023-01-03,0.9999999999999982,0.6768720048198371,0.6935773823327411,0.843977754499763,0.5761848401692163
2023-01-04,0.9999999999999982,0.6791236508361528,0.6955722703031747,0.8450386762267161,0.5789708215560992
2023-01-05,0.999999999999998,0.6803791074838391,0.6976164696756131,0.8458441478225185,0.5816140350762374
2023-01-06,0.9999999999999984,0.6850010061260965,0.7026385569057476,0.8490357145538849,0.5879924083368122
2023-01-09,0.9999999999999982,0.6883644125525975,0.7037833570771237,0.8497278339084037,0.5902578681174903
2023-01-10,0.9999999999999983,0.6877838900763545,0.7035491412960582,0.8496355726967143,0.5898051415332223
2023-01-11,0.9999999999999982,0.6914219053211851,0.7060258352242585,0.8519585532455539,0.5930198355821551
2023-01-12,0.9999999999999982,0.691997429253723,0.7065287796194133,0.8524974103127587,0.5935810270955181
2023-01-13,0.9999999999999984,0.6910258480033459,0.7087991248381377,0.85388851870666,0.5954414136695164
2023-01-17,0.9999999999999982,0.6901794555865383,0.708761930595932,0.8537330305481634,0.5951853578879336
2023-01-18,0.9999999999999982,0.6877900022953931,0.7084986996211908,0.852587514455735,0.5946328206047953
2023-01-19,0.9999999999999983,0.6881396434328897,0.7077490188031778,0.8519827739721048,0.5941054900489413
2023-01-20,0.999999999999998,0.6802863188313769,0.7006372577952403,0.8476852576243544,0.5845063718655428
2023-01-23,0.9999999999999982,0.6818870678382773,0.7020989149285516,0.848978391763375,0.5862573471806587
2023-01-24,0.9999999999999981,0.6817105623064064,0.7020462200483918,0.8489627509602878,0.5861370263594099
2023-01-25,0.9999999999999982,0.6823989019361971,0.7022135871833604,0.8487851861175625,0.5866835102211423
2023-01-26,0.9999999999999979,0.6854498738838056,0.7007824443251645,0.8474118701671475,0.5866108831811445
2023-01-27,0.999999999999998,0.6842561191532869,0.699927955694917,0.8473899653253992,0.5851095101306231
2023-01-30,0.9999999999999982,0.6855013329922968,0.7014410264561606,0.8486596008512165,0.5868173125040034
2023-01-31,0.9999999999999982,0.6878992177494301,0.7024970917873704,0.8494539139248175,0.5885826541152674
2023-02-01,0.9999999999999982,0.6875776172813775,0.7040577295564011,0.850983805921759,0.5896761607500066
2023-02-02,0.9999999999999983,0.6842430663704304,0.700176387764567,0.8496273935858785,0.58423945681265
2023-02-03,0.9999999999999984,0.6862338543478227,0.7042653901312488,0.8521431754444313,0.5888683904726824
2023-02-06,0.9999999999999984,0.6861218276150547,0.703703853702841,0.8518338902062215,0.5882688894303097
2023-02-07,0.9999999999999983,0.6844783440001748,0.7028526190845804,0.8515377733389184,0.5867627690664786
2023-02-08,0.9999999999999983,0.6830245893907694,0.7016399971299156,0.8508204949963922,0.5850784565588701
2023-02-09,0.9999999999999983,0.6872150757620634,0.7061456262244532,0.8531924552959009,0.5910765084759286
2023-02-10,0.9999999999999984,0.6868327428540859,0.7057183182239811,0.8527613178455934,0.59062216311752
2023-02-13,0.9999999999999984,0.6861615371651653,0.7041603747679444,0.8522923771545834,0.5886288670745675
2023-02-14,0.9999999999999984,0.6862451833383073,0.7046489860916473,0.852381069907541,0.589241432626987
2023-02-15,0.9999999999999983,0.6856184833280824,0.7041571609040331,0.8522006060819372,0.5884870050571
2023-02-16,0.9999999999999983,0.686933377437771,0.7042359428133101,0.8525817723295246,0.5888378836000069
2023-02-17,0.9999999999999983,0.6865430013493954,0.704149361320091,0.8525386621966589,0.5886149752719049
2023-02-21,0.9999999999999981,0.688370748931412,0.7037653074757717,0.8523573438769372,0.5888425004028637
2023-02-22,0.9999999999999983,0.6887862034795709,0.7040427892381208,0.8525096258609138,0.5892626165904581
2023-02-23,0.9999999999999982,0.689389796875336,0.7046111337034707,0.8530255950629968,0.5899300204771353
2023-02-24,0.9999999999999983,0.6914071575852612,0.7065723249263204,0.8546021056441218,0.5923187092534372
2023-02-27,0.9999999999999983,0.6890557960789325,0.7055694658077667,0.853668780318029,0.5907117409992313
2023-02-28,0.9999999999999982,0.6972622717452335,0.7106345967095691,0.8580130637372756,0.597764688834931
2023-03-01,0.9999999999999982,0.697188992935571,0.7105201100770879,0.8579674872059451,0.5976158829505271
2023-03-02,0.9999999999999982,0.6970037942619501,0.7097639401027042,0.8577869211172641,0.5966717121882389
2023-03-03,0.9999999999999982,0.7014631557952263,0.7132865530610705,0.8606670595884497,0.6012233375065344
2023-03-06,0.9999999999999983,0.7022563655729253,0.7141500881667362,0.8612860108047368,0.6022823572442638
2023-03-07,0.9999999999999982,0.701152202640227,0.7155448202344781,0.8606161432272297,0.6040594518749692
2023-03-08,0.9999999999999981,0.6996423111501184,0.7143258121443489,0.859705964016328,0.6024499092008908
2023-03-09,0.9999999999999981,0.6941245174011609,0.7066321532771586,0.8546991536969202,0.5932770776789766
2023-03-10,0.999999999999998,0.686646735310055,0.6984747649408258,0.8492763091993323,0.5830534268918438
2023-03-13,0.9999999999999981,0.6869012723569786,0.6979751765578588,0.8487309991543266,0.5827848605775023
2023-03-14,0.9999999999999981,0.6833902498764369,0.6942410026904939,0.8468143496474673,0.5777746663807831
2023-03-15,0.999999999999998,0.6896838330553102,0.696382343108305,0.8481763797287613,0.5819772499795521
2023-03-16,0.999999999999998,0.6860399250558844,0.6941873765983394,0.8469518352634484,0.5785418745538146
2023-03-17,0.9999999999999979,0.6828532268993259,0.684659046025548,0.8411053171127735,0.5682453974978527
2023-03-20,0.999999999999998,0.6802143120516668,0.6825761259483721,0.8391310456158297,0.5656971256518728
2023-03-21,0.9999999999999981,0.6776911888139613,0.6778450922969352,0.8365044759718949,0.5601152621503941
2023-03-22,0.9999999999999979,0.6713021141450294,0.6690572959609054,0.8309384582539715,0.5495271900935977
2023-03-23,0.9999999999999981,0.6772843196358723,0.6753951892166695,0.8356215303265309,0.5572805187297953
2023-03-24,0.999999999999998,0.6739166475842229,0.6719051346927037,0.8329724666076689,0.5530230695078242
2023-03-27,0.9999999999999981,0.6755581051878681,0.6708242072024737,0.8334687232503994,0.5519276022061578
2023-03-28,0.9999999999999979,0.6722441111782232,0.6683162090227132,0.8324400113782848,0.5480974341218404
2023-03-29,0.999999999999998,0.6695659277261511,0.6653797176345291,0.8307244423853971,0.5442963986868569
2023-03-30,0.9999999999999977,0.6600674353981277,0.6578374794478186,0.826164208545032,0.5337161473328214
2023-03-31,0.9999999999999979,0.6621604230028973,0.6577381272517333,0.8259508210653758,0.5344193063284417
2023-04-03,0.9999999999999978,0.6591233798067406,0.6566551156754084,0.8248996260098562,0.5325360237798303
2023-04-04,0.9999999999999977,0.6530305400066169,0.6489678323111021,0.8222529686644903,0.521922656227296
2023-04-05,0.9999999999999976,0.6565373556441516,0.6518158501609573,0.8266141119686959,0.5244910815711243
2023-04-06,0.9999999999999978,0.6560515739046792,0.6510906651854842,0.8263211998744697,0.5235433292011861
2023-04-10,0.9999999999999977,0.6550012802808829,0.6510734739232048,0.8265887393743245,0.5230188229520181
2023-04-11,0.9999999999999977,0.6512913357636321,0.6453935672710746,0.8225813773322534,0.5165366172832456
2023-04-12,0.9999999999999974,0.648731068411024,0.6420514593885059,0.820763171969248,0.512306745598426
2023-04-13,0.9999999999999977,0.6469970012118443,0.6420940343793543,0.8202466578353064,0.512040469064585
2023-04-14,0.9999999999999977,0.6481429211100408,0.6441133595468269,0.8214710958681295,0.5143918260180846
2023-04-17,0.9999999999999973,0.6543799700506203,0.6552741652734771,0.8299749584786891,0.5264339864778004
2023-04-18,0.9999999999999974,0.6514818016738873,0.6502260839291497,0.8269330105376057,0.5205342889157776
2023-04-19,0.9999999999999973,0.6562163146136176,0.6544472172308088,0.8297318730139844,0.5261253556302463
2023-04-20,0.9999999999999973,0.6549215296508843,0.6546780210292472,0.8304059382771459,0.5256215977083653
2023-04-21,0.9999999999999972,0.6517408672424486,0.6518213075934995,0.8289410376065418,0.5216182121854154
2023-04-24,0.999999999999997,0.648188874887632,0.6501625033409268,0.8279753687515928,0.5187694017041742
2023-04-25,0.9999999999999971,0.6539071176373727,0.6504901116573567,0.8313120196643098,0.5193856776655321
2023-04-26,0.9999999999999973,0.6580996591172787,0.6546660650341939,0.8340339003268995,0.524773226341927
2023-04-27,0.9999999999999971,0.6431404055890438,0.6447806658407942,0.8266467098997727,0.5107923657527464
2023-04-28,0.9999999999999973,0.6483564689294606,0.6465377501699524,0.8270821384677209,0.5146203175169841
2023-05-01,0.9999999999999971,0.6510407214535782,0.6471794673729101,0.8271943330334607,0.5163106170779328
2023-05-02,0.999999999999997,0.649612636293645,0.6473506381909301,0.8262389792433273,0.5165480764005292
2023-05-03,0.9999999999999972,0.6473667184122115,0.6436010116985843,0.8237663726477742,0.5122468874726767
2023-05-04,0.999999999999997,0.6501514987664229,0.6443523173594592,0.8240276832188606,0.5140341207168754
2023-05-05,0.9999999999999968,0.6462413290378447,0.6330828789595123,0.817039162800429,0.5018467872159373
2023-05-08,0.999999999999997,0.645155363184582,0.6305637265000575,0.8147903003404703,0.49941381545576263
2023-05-09,0.9999999999999971,0.6518679466120463,0.6294417880123195,0.8165422565918992,0.4993399604569997
2023-05-10,0.9999999999999969,0.6551919744118109,0.6326747415495321,0.8190501451660713,0.5033253220206344
2023-05-11,0.9999999999999969,0.6535614893905957,0.6303868844685131,0.8175965594491271,0.5005824428182482
2023-05-12,0.9999999999999969,0.656774973412459,0.6320915049516286,0.8197293264625498,0.5027554101079973
2023-05-15,0.9999999999999961,0.6063254810969405,0.5735830631919939,0.7806993983267156,0.4305912134650821
2023-05-16,0.9999999999999962,0.6083194798176792,0.5735132298469164,0.7794212105015045,0.43186310027332114
2023-05-17,0.9999999999999961,0.6062144756543462,0.5707750296490525,0.7773057135629869,0.42872685805913535
2023-05-18,0.9999999999999962,0.6002139253189885,0.5648585526846289,0.7739479492419312,0.42080864487172936
2023-05-19,0.9999999999999962,0.6060360579399223,0.5669690805871125,0.7756732434854425,0.42461703332308964
2023-05-22,0.9999999999999962,0.604868575491061,0.5657384388822198,0.7749305023828159,0.4230212014459328
2023-05-23,0.9999999999999963,0.6047582445767968,0.566558996478759,0.7755354396172354,0.42372207189329125
2023-05-24,0.9999999999999963,0.606439020259602,0.5674557620165259,0.7755570147714753,0.4254453487138153
